,state,pollster,sponsor,start.date,end.date,entry.date.time..et.,number.of.observations,population,mode,biden,trump,biden_margin,other,undecided,url,include,notes
845,--,RMG Research,ScottRasmussen.com,5/7/2020,5/9/2020,5/11/2020 18:24:00,1200,rv,Online,44.0,38.0,6.0,,,https://scottrasmussen.com/biden-44-trump-38/,True,
846,--,Optimus,,5/2/2020,5/9/2020,5/11/2020 18:17:00,726,lv,Online,50.0,45.0,5.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-11-2020,True,
847,--,YouGov,Yahoo,5/4/2020,5/5/2020,5/7/2020 17:54:00,1224,rv,Online,45.0,42.0,3.0,5.0,6.0,https://docs.cdn.yougov.com/wllghb6lp9/20200506_yahoo_coronavirus_crosstabs.pdf,True,
848,--,Optimus,,4/28/2020,5/5/2020,5/7/2020 17:54:00,758,lv,Online,51.0,45.0,6.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-07-2020,True,
849,MA,University of Massachusetts Lowell,,4/27/2020,5/1/2020,5/7/2020 17:53:00,1000,rv,Live Phone,58.0,30.0,28.0,7.0,4.0,https://www.uml.edu/docs/2020-COVID-Topline_tcm18-325770.pdf,True,
850,CT,Quinnipiac University,,4/30/2020,5/4/2020,5/7/2020 17:50:00,945,rv,Live Phone,56.0,33.0,23.0,2.0,1.0,https://poll.qu.edu/connecticut/release-detail?ReleaseID=3660,True,
851,NJ,Quinnipiac University,,4/30/2020,5/4/2020,5/7/2020 17:50:00,941,rv,Live Phone,54.0,35.0,19.0,2.0,1.0,https://poll.qu.edu/connecticut/release-detail?ReleaseID=3660,True,
852,NY,Quinnipiac University,,4/30/2020,5/4/2020,5/7/2020 17:50:00,915,rv,Live Phone,55.0,32.0,23.0,3.0,2.0,https://poll.qu.edu/connecticut/release-detail?ReleaseID=3660,True,
853,NV,ALG Research,,4/27/2020,4/30/2020,5/7/2020 17:48:00,763,lv,Online,49.0,45.0,4.0,,,https://thenevadaindependent.com/article/poll-sisolak-looks-strong-despite-shutdown-biden-has-small-lead-over-trump,True,
854,--,YouGov,Economist,5/3/2020,5/5/2020,5/6/2020 11:39:00,1209,rv,Online,46.0,42.0,4.0,5.0,3.0,https://docs.cdn.yougov.com/5yope37lqh/econTabReport.pdf,True,
855,CO,Keating Research,,5/1/2020,5/3/2020,5/6/2020 11:37:00,600,lv,Online,55.0,35.0,20.0,,,https://www.coloradopolitics.com/quick-hits/new-colorado-poll-shows-hickenlooper-widening-double-digit-lead-over-gardner/article_a3ce89ec-8f9b-11ea-8374-cb87df3f5a13.html,True,
856,--,Monmouth,,4/30/2020,5/4/2020,5/6/2020 11:36:00,739,rv,Live Phone,47.0,40.0,7.0,6.0,6.0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_050620.pdf/,True,
857,--,Change Research,,5/1/2020,5/3/2020,5/6/2020 11:33:00,1489,rv,Online,47.0,44.0,3.0,,,https://www.changeresearch.com/post/states-of-play-battleground-wave-4,True,
858,--,Civiqs,,5/2/2020,5/5/2020,5/6/2020 11:32:00,1546,a,Online,47.0,44.0,3.0,,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_05_r8c32an.pdf,True,
859,--,Ipsos,Reuters,5/4/2020,5/5/2020,5/6/2020 11:32:00,1015,rv,Online,43.0,41.0,2.0,,,https://www.reuters.com/article/us-usa-election-poll/bidens-edge-evaporates-as-trump-seen-as-better-suited-for-economy-coronavirus-response-poll-shows-idUSKBN22I005,True,
860,NC,Civiqs,,5/2/2020,5/4/2020,5/6/2020 11:32:00,1362,rv,Online,49.0,48.0,1.0,,,https://civiqs.com/documents/Civiqs_DailyKos_NC_banner_book_2020_05_kld8fh.pdf,True,
861,--,RMG Research,ScottRasmussen.com,4/30/2020,5/2/2020,5/6/2020 11:31:00,1200,rv,Online,46.0,39.0,7.0,,,https://scottrasmussen.com/biden-46-trump-39/,True,
862,MT,Montana State University Bozeman,,4/10/2020,4/27/2020,5/6/2020 11:30:00,549,lv,Online,40.0,45.0,-5.0,,,http://helpslab.montana.edu/documents/western_states_2020_coronavirus_survey/PoliticsPolicy_Montana_Frequencies_01May2020_RELEASE.pdf,True,
863,CO,Montana State University Bozeman,,4/10/2020,4/27/2020,5/6/2020 11:28:00,380,lv,Online,53.0,35.0,18.0,,,http://helpslab.montana.edu/documents/western_states_2020_coronavirus_survey/PoliticsPolicy_Colorado_Frequencies_01May2020_RELEASE.pdf,True,
864,--,Morning Consult,,4/27/2020,5/3/2020,5/6/2020 11:27:00,31117,rv,Online,46.0,42.0,4.0,,,https://morningconsult.com/2020/05/04/after-watching-biden-deny-reades-claims-1-in-4-democrats-want-a-different-nominee/,True,
865,--,Optimus,,4/25/2020,5/2/2020,5/6/2020 11:26:00,765,lv,Online,50.0,45.0,5.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/May-04-2020,True,
866,IA,Public Policy Polling,,4/30/2020,5/1/2020,5/4/2020 15:03:00,1222,rv,IVR,46.0,48.0,-2.0,,,https://www.publicpolicypolling.com/wp-content/uploads/2020/05/IowaResultsMay2020.pdf,True,
867,--,YouGov,CBS News,4/28/2020,5/1/2020,5/3/2020 11:38:00,1671,lv,Online,49.0,43.0,6.0,,,https://drive.google.com/file/d/1rPmATVVPfzsgn-1g7m9zX-PfFVgPXCGY/view,True,
868,TX,University of Texas at Tyler,Dallas Morning News,4/18/2020,4/27/2020,5/3/2020 11:36:00,1183,rv,Live Phone/Online,43.0,43.0,0.0,,,https://projects.fivethirtyeight.com/polls/20200502_TX.pdf,True,
869,PA,Harper Polling,,4/21/2020,4/26/2020,5/3/2020 11:33:00,644,lv,Online,49.0,43.0,6.0,,9.0,http://harperpolling.com/docs/default-source/default-document-library/20-04-harper-polling_pa-statewide-key-findings.pdf?sfvrsn=0,True,
870,--,IBD/TIPP,,4/26/2020,4/28/2020,5/1/2020 10:48:00,948,rv,Online,43.0,43.0,0.0,,,https://www.investors.com/news/president-trump-joe-biden-tied-amid-coronavirus-crisis-ibd-tipp-poll/,True,
871,GA,Cygnal,,4/25/2020,4/27/2020,5/1/2020 10:47:00,604,lv,Live Phone/Online/Text,44.0,45.0,-1.0,,,https://assets.documentcloud.org/documents/6880530/20426-GHRT-GA-Toplines.pdf,True,
872,MI,Public Policy Polling,,4/28/2020,4/29/2020,5/1/2020 10:45:00,1270,rv,IVR,50.0,42.0,8.0,,,https://progressmichigan.org/wp-content/uploads/2020/04/Lake-Effect-Poll-April.pdf,True,
873,--,Optimus,,4/21/2020,4/28/2020,4/30/2020 16:35:00,766,lv,Online,49.0,45.0,4.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-30-2020,True,
874,--,Ipsos,Reuters,4/27/2020,4/29/2020,4/30/2020 15:32:00,1876,rv,Online,45.0,39.0,6.0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/2020_reuters_tracking_-_core_political_coronavirus_tracker_04_29_2020_.pdf,True,
875,TX,Public Policy Polling,,4/27/2020,4/28/2020,4/30/2020 15:31:00,1032,rv,IVR,47.0,46.0,1.0,,,https://static.texastribune.org/media/files/d72e152a3ad3380ae5a007c0849f2dd1/DTPPP-Texas-April27-28-2020.pdf,True,
876,--,YouGov,Economist,4/26/2020,4/28/2020,4/30/2020 15:30:00,1222,rv,Online,47.0,41.0,6.0,4.0,6.0,https://docs.cdn.yougov.com/4qtpeqbqm8/econTabReport.pdf,True,
877,NH,Saint Anselm College,,4/23/2020,4/27/2020,4/30/2020 15:27:00,820,rv,Online,50.0,42.0,8.0,7.0,2.0,https://htv-prod-media.s3.amazonaws.com/files/stanselmpollapril2020-1588192419.pdf,True,
878,UT,RMG Research,ScottRasmussen.com,4/15/2020,4/21/2020,4/30/2020 15:25:00,964,rv,Online,32.0,51.0,-19.0,,,https://www.deseret.com/utah/2020/4/28/21240213/donald-trump-joe-biden-utah-leads-poll-new-utahns-vote-2020-presidential-election-president-race,True,
879,NC,Garin-Hart-Yang Research Group,Put NC First,4/13/2020,4/18/2020,4/30/2020 15:23:00,800,lv,Online,48.0,45.0,3.0,,,https://nmcdn.io/e186d21f8c7946a19faed23c3da2f0da/7c49efadc86e4da38d1ad3086f727890/files/RFNC-Yang-Polling-Memo---Covid-19.pdf,True,
880,--,Ipsos,Reuters,4/26/2020,4/28/2020,4/28/2020 22:00:00,1001,rv,Online,44.0,40.0,4.0,,,https://www.reuters.com/article/us-usa-election-poll/americans-losing-faith-in-what-trump-says-about-the-coronavirus-reuters-ipsos-poll-idUSKCN22A3CK,True,
881,NC,SurveyUSA,WRAL News,4/23/2020,4/26/2020,4/28/2020 21:53:00,580,lv,Online,50.0,45.0,5.0,,5.0,https://wwwcache.wral.com/asset/news/state/nccapitol/2020/04/28/19075940/WRAL_News_poll__April_28__2020_-DMID1-5mno7xute.pdf,True,
882,--,RMG Research,ScottRasmussen.com,4/23/2020,4/25/2020,4/28/2020 21:50:00,1200,rv,Online,46.0,38.0,8.0,6.0,9.0,https://scottrasmussen.com/biden-46-trump-38/,True,
883,--,Morning Consult,,4/20/2020,4/26/2020,4/27/2020 17:57:00,30560,rv,Online,46.0,42.0,4.0,,,https://morningconsult.com/2020/04/27/trump-coronavirus-net-approval-new-low/,True,
884,--,Suffolk University,USA TODAY,4/21/2020,4/25/2020,4/27/2020 17:50:00,1000,rv,Live Phone,44.0,38.0,6.0,8.0,8.0,https://www.suffolk.edu/-/media/suffolk/documents/academics/research-at-suffolk/suprc/polls/national/2020/4_27_2020_marginals_pdftxt.pdf,True,
885,OH,Baldwin Wallace University,,4/20/2020,4/25/2020,4/27/2020 17:44:00,797,rv,Online,45.0,44.0,1.0,,11.0,https://www.bw.edu/Assets/community-research-institute/04-2020_ohio_poll%20release.pdf,True,
886,--,Optimus,,4/18/2020,4/25/2020,4/27/2020 17:41:00,748,lv,Online,52.0,44.0,8.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/blob/master/April-27-2020/Toplines_2020-04-25.pdf,True,
887,NY,Siena College,,4/19/2020,4/23/2020,4/27/2020 17:40:00,803,rv,Live Phone,65.0,29.0,36.0,,6.0,https://scri.siena.edu/wp-content/uploads/2020/04/SNY0420-Crosstabs.pdf,True,
888,--,Fordham University,,4/16/2020,4/20/2020,4/27/2020 17:38:00,800,rv,Online,56.0,42.0,14.0,,,http://www.globenewswire.com/news-release/2020/04/24/2021853/0/en/The-COVID-19-Pandemic-Prospects-for-the-November-Elections.html,True,
889,--,Climate Nexus,,4/19/2020,4/19/2020,4/27/2020 17:36:00,1917,rv,Online,49.0,40.0,9.0,,10.0,https://climatenexus.org/wp-content/uploads/2015/09/Coronavirus-National-Poll-Toplines-and-Crosstabs-FINAL.pdf,True,
890,TX,YouGov,UT/Texas Tribune,4/10/2020,4/19/2020,4/25/2020 1:43:00,1200,rv,Online,44.0,49.0,-5.0,7.0,,https://static.texastribune.org/media/files/c2225265b2e1fb7d6e3929961fb59e16/ut-tt-2020-04-summary.pdf?_ga=2.239171587.1033746652.1587793318-1495747903.1587793318,True,
891,--,Redfield & Wilton Strategies,,4/21/2020,4/21/2020,4/24/2020 23:57:00,1500,lv,Online,54.0,44.0,10.0,,,,True,
892,NM,Public Policy Polling,,4/20/2020,4/21/2020,4/24/2020 23:53:00,1009,rv,IVR,52.0,40.0,12.0,,,,True,
893,PA,Hodas & Associates,Restoration PAC,4/16/2020,4/18/2020,4/24/2020 23:45:00,600,lv,Live Phone,47.0,47.0,0.0,,,https://data.restorationofamerica.com/pennsylvania_april,True,
894,WI,Hodas & Associates,Restoration PAC,4/13/2020,4/15/2020,4/24/2020 23:43:00,600,lv,Live Phone,50.0,45.0,5.0,,,https://data.restorationofamerica.com/wisconsin_april,True,
895,MI,Hodas & Associates,Restoration PAC,4/9/2020,4/11/2020,4/24/2020 23:42:00,600,lv,Live Phone,49.0,43.0,6.0,,,https://data.restorationofamerica.com/michigan_april,True,
896,--,Redfield & Wilton Strategies,,4/23/2020,4/23/2020,4/24/2020 23:39:00,1500,lv,Online,52.0,44.0,8.0,4.0,,https://redfieldandwiltonstrategies.com/research/current-us-voting-intention-march/,True,
897,WI,Public Policy Polling,,4/20/2020,4/21/2020,4/23/2020 16:37:00,1415,rv,IVR,50.0,45.0,5.0,,4.0,https://www.protectourcare.org/wp-content/uploads/2020/04/WisconsinResults1.pdf,True,
898,PA,Public Policy Polling,,4/20/2020,4/21/2020,4/23/2020 16:37:00,1251,rv,IVR,51.0,44.0,7.0,,5.0,https://www.protectourcare.org/wp-content/uploads/2020/04/PennsylvaniaResults1.pdf,True,
899,MI,Public Policy Polling,,4/20/2020,4/21/2020,4/23/2020 16:37:00,1277,rv,IVR,51.0,44.0,7.0,,5.0,https://www.protectourcare.org/wp-content/uploads/2020/04/MichiganResults1.pdf,True,
900,NC,Public Policy Polling,,4/20/2020,4/21/2020,4/23/2020 16:37:00,1275,rv,IVR,49.0,46.0,3.0,,5.0,https://www.protectourcare.org/wp-content/uploads/2020/04/NorthCarolinaResults1.pdf,True,
901,--,Optimus,,4/14/2020,4/21/2020,4/23/2020 16:34:00,829,lv,Online,53.0,44.0,9.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-23-2020,True,
902,PA,Susquehanna Polling & Research Inc.,FOX43,4/14/2020,4/20/2020,4/23/2020 16:31:00,693,lv,Live Phone/Online/Text,48.0,42.0,6.0,1.0,8.0,https://www.fox43.com/article/news/fox43-poll-majority-approve-wolf-biden-leads-trump/521-f7d7fd42-1e39-43fd-864f-0ede71dfc711,True,
903,NJ,Monmouth University,,4/16/2020,4/19/2020,4/23/2020 10:26:00,635,rv,Live Phone,54.0,38.0,16.0,2.0,6.0,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_nj_042320.pdf/,True,
904,WI,Ipsos,Reuters,4/15/2020,4/20/2020,4/23/2020 0:18:00,645,rv,Online,43.0,40.0,3.0,,,https://www.reuters.com/article/us-usa-election-battlegrounds-exclusive/exclusive-poll-signals-strengthening-support-for-biden-over-trump-in-three-midwest-battleground-states-idUSKCN2243KJ,True,
905,PA,Ipsos,Reuters,4/15/2020,4/20/2020,4/23/2020 0:18:00,578,rv,Online,46.0,40.0,6.0,,,https://www.reuters.com/article/us-usa-election-battlegrounds-exclusive/exclusive-poll-signals-strengthening-support-for-biden-over-trump-in-three-midwest-battleground-states-idUSKCN2243KJ,True,
906,MI,Ipsos,Reuters,4/15/2020,4/20/2020,4/23/2020 0:18:00,612,rv,Online,46.0,38.0,8.0,,,https://www.reuters.com/article/us-usa-election-battlegrounds-exclusive/exclusive-poll-signals-strengthening-support-for-biden-over-trump-in-three-midwest-battleground-states-idUSKCN2243KJ,True,
907,PA,Fox News/Beacon Research/Shaw & Co. Research,,4/18/2020,4/21/2020,4/22/2020 18:45:00,803,rv,Live Phone,50.0,42.0,8.0,2.0,2.0,https://www.scribd.com/document/457806519/Fox-News-Poll-April-18-21-2020,True,
908,MI,Fox News/Beacon Research/Shaw & Co. Research,,4/18/2020,4/21/2020,4/22/2020 18:45:00,801,rv,Live Phone,49.0,41.0,8.0,3.0,1.0,https://www.scribd.com/document/457806530/Fox-News-Poll-April-18-21-2020,True,
909,--,YouGov,Economist,4/19/2020,4/21/2020,4/22/2020 14:17:00,1144,rv,Online,48.0,42.0,6.0,3.0,5.0,https://docs.cdn.yougov.com/pwwefjdnsp/econTabReport.pdf,True,
910,FL,Quinnipiac University,,4/16/2020,4/20/2020,4/22/2020 14:15:00,1385,rv,Live Phone,46.0,42.0,4.0,4.0,7.0,https://poll.qu.edu/florida/release-detail?ReleaseID=3659,True,
911,--,Change Research,CNBC,4/17/2020,4/18/2020,4/22/2020 14:14:00,1178,lv,Online,48.0,44.0,4.0,6.0,1.0,https://www.changeresearch.com/post/states-of-play-battleground-wave-3,True,
912,--,Ipsos,Reuters,4/15/2020,4/21/2020,4/22/2020 1:04:00,3806,rv,Online,47.0,39.0,8.0,,,https://www.ipsos.com/sites/default/files/ct/news/documents/2020-04/2020_reuters_tracking_-_core_political_coronavirus_tracker_04_22_2020_0.pdf,True,
913,--,Morning Consult,,4/13/2020,4/19/2020,4/21/2020 16:08:00,31482,rv,Online,47.0,42.0,5.0,,,https://morningconsult.com/2020/04/21/endorsements-biden-younger-voters/,True,
914,--,Morning Consult,,4/6/2020,4/12/2020,4/21/2020 16:08:00,25372,rv,Online,45.0,42.0,3.0,,,https://morningconsult.com/2020/04/21/endorsements-biden-younger-voters/,True,
915,--,RMG Research,ScottRasmussen.com,4/16/2020,4/18/2020,4/21/2020 16:05:00,1200,rv,IVR/Online,49.0,40.0,9.0,5.0,6.0,https://justthenews.com/politics-policy/polling/joe-biden-nine-point-advantage-over-trump-among-registered-voters,True,
916,--,Optimus,,4/11/2020,4/18/2020,4/21/2020 16:03:00,745,lv,Online,52.0,44.0,8.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/blob/master/April-20-2020/Toplines_2020-04-18.pdf,True,
917,MS,Chism Strategies,,4/6/2020,4/9/2020,4/21/2020 16:01:00,508,lv,Live Phone,38.0,49.0,-11.0,7.0,7.0,http://www.millsaps.edu/_resources/documents/2020-april-sots.pdf,True,
918,WA,EMC Research,,3/31/2020,4/6/2020,4/21/2020 11:34:00,427,rv,Online,52.0,39.0,13.0,,9.0,https://www.postalley.org/wp-content/uploads/2020/04/20-7678-Report-WA-State-Residents-Full-Deck-with-Trump.pdf,True,
919,--,NBC News/Wall Street Journal,,4/13/2020,4/15/2020,4/21/2020 11:30:00,900,rv,Live Phone,49.0,42.0,7.0,5.0,4.0,https://www.documentcloud.org/documents/6842659-200203-NBCWSJ-April-Poll-4-19-20-Release.html,True,
920,IN,Change Research,Indy Politics,4/10/2020,4/13/2020,4/21/2020 11:29:00,1021,lv,Online,39.0,52.0,-13.0,5.0,3.0,http://indypolitics.org/poll-positions-9/,True,
921,--,The Harris Poll,Harvard,4/14/2020,4/16/2020,4/18/2020 19:47:00,1675,lv,Online,53.0,47.0,6.0,,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/3407e677-0744-4341-96c6-1b94a6b571b0/HHP_Apr20_PRESENTATION_vF_April.pdf,True,
922,--,The Harris Poll,Harvard,4/14/2020,4/16/2020,4/18/2020 19:47:00,2394,rv,Online,54.0,46.0,8.0,,,https://mcusercontent.com/ca678077bc522bd7bd74bacbf/files/3407e677-0744-4341-96c6-1b94a6b571b0/HHP_Apr20_PRESENTATION_vF_April.pdf,True,
923,FL,St Pete Polls,,4/14/2020,4/17/2020,4/18/2020 19:41:00,5659,rv,IVR,48.3,47.5,0.8,,4.2,http://stpetepolls.org/files/StPetePolls_2020_State_President_April17_G84JW.pdf,True,
924,--,Morning Consult,,4/14/2020,4/16/2020,4/16/2020 22:34:00,1992,rv,Online,46.0,42.0,4.0,1.0,,https://projects.fivethirtyeight.com/polls/president-general/,True,
925,NC,Public Policy Polling,,4/14/2020,4/15/2020,4/16/2020 22:33:00,1318,rv,IVR,48.0,47.0,1.0,,,https://projects.fivethirtyeight.com/polls/president-general/,True,
926,--,Change Research,,4/13/2020,4/15/2020,4/16/2020 22:32:00,1349,lv,Online,50.0,40.0,10.0,,,https://www.changeresearch.com/post/national-poll-on-coronavirus-april,True,
927,--,Optimus,,4/7/2020,4/14/2020,4/16/2020 22:28:00,732,lv,Online,54.0,42.0,12.0,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-16-2020,True,
928,--,Pew Research Center,,4/8/2020,4/12/2020,4/16/2020 22:26:00,4125,rv,Online,47.0,45.0,2.0,,,https://www.people-press.org/2020/04/16/most-americans-say-trump-was-too-slow-in-initial-response-to-coronavirus-threat/,True,
929,NC,Harper Polling,Civitas Institute,4/5/2020,4/7/2020,4/15/2020 13:57:00,500,lv,Live Phone,42.0,49.0,-7.0,,9.0,https://www.nccivitas.org/polling/headed-status-quo-election/,True,
930,--,YouGov,Economist,4/12/2020,4/14/2020,4/15/2020 11:45:00,1166,rv,Online,48.0,43.0,5.0,,,https://docs.cdn.yougov.com/6fdl23u606/econTabReport.pdf,True,
931,--,Civiqs,,4/11/2020,4/14/2020,4/15/2020 11:43:00,1600,a,Online,48.0,44.0,4.0,,,https://civiqs.com/documents/Civiqs_DailyKos_monthly_banner_book_2020_04_p837y2s.pdf,True,
932,--,Ipsos,Reuters,4/13/2020,4/14/2020,4/14/2020 20:08:00,937,rv,Online,45.0,40.0,5.0,,,https://www.reuters.com/article/us-usa-election-poll/trump-approval-rises-but-more-americans-support-biden-for-president-poll-idUSKCN21W346,True,
933,--,Global Strategy Group,,4/6/2020,4/10/2020,4/14/2020 15:43:00,1002,lv,Online,49.0,45.0,4.0,,,https://314actionfund.org/wp-content/uploads/2020/05/314-Action-Coronavirus-Online-Survey-Topline.pdf,True,
934,VA,Virginia Commonwealth University,,3/25/2020,4/8/2020,4/14/2020 9:18:00,663,lv,Live Phone,51.0,41.0,10.0,,,https://drive.google.com/file/d/1AqGAm2-OgF5nP6--TsNavnVAgas55jTJ/view,True,
935,CT,Sacred Heart University,Hartford Courant,3/24/2020,4/3/2020,4/14/2020 8:17:00,1000,a,Live Phone/Online,47.3,34.1,13.2,,,https://www.sacredheart.edu/media/shu-media/institute-for-public-policy/GreatBlue--Sacred-Heart-University-Pioneer-Poll-Report-April-2020-FINAL.pdf,True,
936,AZ,OH Predictive Insights,MBQF,4/7/2020,4/8/2020,4/14/2020 6:47:00,600,lv,IVR/Live Phone,52.0,43.0,9.0,,,https://ohpredictiveinsights.cmail19.com/t/ViewEmail/i/0639AAE631CB7AE22540EF23F30FEDED/5C93F9ED58F90D146A4D3D471B02C3D7,True,
937,--,Optimus,,3/28/2020,4/4/2020,4/13/2020 15:36:00,937,lv,Online,50.2,43.8,6.4,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020,True,
938,--,Optimus,,3/21/2020,3/28/2020,4/13/2020 15:36:00,1032,lv,Online,51.1,42.8,8.3,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020,True,
939,--,Optimus,,4/4/2020,4/10/2020,4/13/2020 14:46:00,814,lv,Online,52.8,43.3,9.5,,,https://github.com/optimus-forecasting-and-polling/Firehouse-0ptimus-Coronavirus-Tracking/tree/master/April-13-2020,True,
940,MI,Garin-Hart-Yang Research Group,Center for American Progress Action Fund | Protect Our Care,4/6/2020,4/8/2020,4/13/2020 14:10:00,303,lv,Online,50.0,41.0,9.0,,,https://cdn.americanprogressaction.org/content/uploads/sites/2/2020/04/13082915/FI12875-National-States-11.pdf,True,
941,WI,Garin-Hart-Yang Research Group,Center for American Progress Action Fund | Protect Our Care,4/6/2020,4/8/2020,4/13/2020 14:10:00,301,lv,Online,48.0,47.0,1.0,,,https://cdn.americanprogressaction.org/content/uploads/sites/2/2020/04/13082915/FI12875-National-States-11.pdf,True,
942,--,Garin-Hart-Yang Research Group,Center for American Progress Action Fund | Protect Our Care,4/3/2020,4/5/2020,4/13/2020 14:10:00,1003,rv,Online,50.0,43.0,7.0,,,https://cdn.americanprogressaction.org/content/uploads/sites/2/2020/04/13082915/FI12875-National-States-11.pdf,True,
943,UT,Y2 Analytics,Utah Policy | KUTV 2News,3/21/2020,3/30/2020,4/13/2020 8:19:00,1266,lv,Online,41.0,46.0,-5.0,,,https://utahpolicy.com/index.php/features/today-at-utah-policy/23550-poll-trump-leads-biden-by-just-5-points-in-utah,True,
944,--,Lord Ashcroft Polls,,3/10/2020,3/24/2020,4/11/2020 19:09:00,10357,a,Online,48.0,36.0,12.0,,,https://lordashcroftpolls.com/2020/04/counting-on-trumps-performance-to-see-him-kicked-out-i-wouldnt-bet-on-it/,True,
945,--,Fox News/Beacon Research/Shaw & Co. Research,,4/5/2020,4/7/2020,4/9/2020 18:21:00,1107,rv,Live Phone,42.0,42.0,0.0,,,https://www.scribd.com/document/455760294/Fox-News-Poll-April-4-7-2020,True,
946,--,Change Research,CNBC,2/4/2020,4/3/2020,4/9/2020 14:21:00,1200,lv,Online,43.0,45.0,-2.0,,,https://drive.google.com/file/d/11tr43zskMeuEcZmhrdqfSdVd2nxfkHyR/view,True,
947,--,YouGov,Yahoo,4/6/2020,4/7/2020,4/9/2020 13:19:00,1139,rv,Online,49.0,40.0,9.0,,,https://docs.cdn.yougov.com/1ayt0i64g6/20200408_yahoo_coronavirus.pdf,True,
948,--,SSRS,CNN,4/3/2020,4/6/2020,4/9/2020 11:03:00,875,rv,Live Phone,53.0,42.0,11.0,,,https://cdn.cnn.com/cnn/2020/images/04/09/rel4c.-.2020.pdf,True,
949,--,Monmouth University,,4/3/2020,4/7/2020,4/9/2020 10:01:00,743,rv,Live Phone,48.0,44.0,4.0,,,https://www.monmouth.edu/polling-institute/documents/monmouthpoll_us_040920.pdf/,True,
950,--,Quinnipiac University,,4/2/2020,4/6/2020,4/8/2020 14:02:00,2077,rv,Live Phone,49.0,41.0,8.0,,,https://poll.qu.edu/national/release-detail?ReleaseID=3658,True,
951,--,NBC News/Wall Street Journal,,4/3/2020,4/6/2020,4/8/2020 12:10:00,604,rv,Live Phone,44.0,39.0,5.0,,,https://pos.org/wp-content/uploads/2020/04/FI12869a-CNBC-AAES-Q1-Topline.pdf,True,
952,--,YouGov,Economist,4/5/2020,4/7/2020,4/8/2020 10:02:00,1147,rv,Online,48.0,42.0,6.0,,,https://docs.cdn.yougov.com/ogvntw3mu9/econTabReport.pdf,True,
953,--,Ipsos,Reuters,4/6/2020,4/7/2020,4/8/2020 9:36:00,959,rv,Online,43.0,37.0,6.0,,,https://www.reuters.com/article/us-health-coronavirus-trump-politics-ins/trump-holds-support-of-political-base-in-virus-prone-states-idUSKBN21Q19Q,True,
954,--,Research Co.,,3/4/2020,4/3/2020,4/8/2020 9:04:00,1000,a,Online,45.0,40.0,5.0,,,https://researchco.ca/2020/04/08/us-presidential-race/,True,
955,--,Morning Consult,,3/30/2020,4/5/2020,4/7/2020 6:35:00,15493,rv,Online,46.0,42.0,4.0,,,https://morningconsult.com/2020-democratic-primary/,True,
956,--,IBD/TIPP,,3/29/2020,4/1/2020,4/6/2020 16:49:00,980,rv,Online,47.0,41.0,6.0,,,https://projects.fivethirtyeight.com/polls/20200407_National.xlsx,True,
957,FL,University of North Florida,,3/31/2020,4/4/2020,4/6/2020 6:09:00,3244,rv,Online,46.0,40.0,6.0,,,https://www.unf.edu/uploadedFiles/aa/coas/porl/UNF%20PORL%20COVID-19%20Survey.pdf,True,
958,MI,Spry Strategies,American Principles Project,3/30/2020,4/1/2020,4/3/2020 19:35:00,602,lv,Automated Phone,45.81,46.12,-0.31,,,https://americanprinciplesproject.org/wp-content/uploads/2020/04/Michigan-April-2020-Poll.pdf,True,
959,GA,Battleground Connect,,3/31/2020,4/1/2020,4/3/2020 11:04:00,1035,lv,IVR/Live Phone,46.0,48.0,-2.0,,,https://projects.fivethirtyeight.com/polls/20200403_GA.pdf,True,
960,MI,Public Policy Polling,Progress Michigan,3/31/2020,4/1/2020,4/2/2020 16:57:00,1019,rv,IVR,48.0,45.0,3.0,,,https://progressmichigan.org/wp-content/uploads/2020/04/LE-Newsletter-Issue1.pdf,True,
961,--,Echelon Insights,,3/20/2020,3/24/2020,4/2/2020 10:49:00,1000,rv,Online,50.0,41.0,9.0,,,https://twitter.com/EchelonInsights/status/1245724014007537665,True,
